index,Name,Aces,Double Faults,Service Points Won,Break Points Converted,Sets Won,Tiebreaks Won,Wins,Match Duration,Year
24728,Olivier Rochus,1.2,2.2,40.2,1.4,0.4,0,0.2,105.4,2011
24729,Donald Young,3,2.4,34.6,2,1.2,0.2,0.6,108.4,2011
24730,Igor Andreev,6.6,2.8,52,2.4,1.6,0.2,0.6,118.6,2011
24731,Alexandr Dolgopolov,8.6,2.8,47.6,2.2,1.4,0,0.6,84.6,2011
24732,Michael Russell,5.2,7.2,41.6,3.4,1.6,0.2,0.8,90,2011
24733,Marcos Baghdatis,7.2,2.6,41.2,2.6,1,0,0.4,98.2,2011
24734,James Blake,5.4,3.2,39.8,2.8,1.2,0,0.6,99.6,2011
24735,Denis Istomin,5,3,41.8,2.4,1,0.2,0.4,76.2,2011
24736,Igor Kunitsyn,4,2,38.8,2,0.8,0.6,0.4,88.4,2011
24737,Jarkko Nieminen,4.6,3.8,49,1.4,0.8,0,0.2,99.4,2011
24738,Nikolay Davydenko,0.6,3.4,33.2,2.6,0.8,0.2,0.4,96,2011
24739,Juan Monaco,2.4,2.2,48.4,3.4,1.4,0.2,0.6,98,2011
24740,Marcos Baghdatis,6,3.2,38.4,2.8,1,0,0.4,82,2011
24741,Igor Andreev,8,3.4,53.4,2.6,1.6,0,0.6,113,2011
24742,Alexandr Dolgopolov,9.8,4.2,44,1.6,1,0.2,0.4,84.8,2011
24743,John Isner,12.8,3,53.4,2,1.6,0.4,0.6,90.8,2011
24744,Julien Benneteau,6.6,3.8,46.8,3.6,2,0.4,1,101.4,2011
24745,Andy Roddick,10.4,2,42.4,2.4,1.4,0.2,0.6,71.2,2011
24746,Julien Benneteau,6.8,5.2,52.6,3.6,2,0.8,1,90.6,2011
24747,Jerzy Janowicz,3.8,4.4,37.4,1.6,1.6,0.8,0.4,94.8,2011
24748,Dominik Meffert,7.4,2.6,36.2,2.2,1,0.4,0.4,89.4,2011
24749,Guillaume Rufin,4.4,3,31.8,2.2,1.6,0,0.6,125,2011
24750,Gregoire Burquier,1.2,1.6,26.4,2.4,0.8,0,0.4,116.4,2011
24751,Frank Dancevic,8,2.6,41.4,2.2,2.2,0,0.8,149.8,2011
24752,Andre Begemann,5,3.6,38.6,2.4,0.8,0,0.4,88.4,2011
24753,David Goffin,1.2,1.2,15.2,2,1.8,0,0.8,135.6,2011
24754,Dusan Lojda,2.2,2.2,31.4,1.4,0.6,0,0.2,86.4,2011
24755,Carsten Ball,9.6,3.2,39.6,3,1.4,0.2,0.6,119.6,2011
24756,Lukas Lacko,4.2,2.2,42,1.6,1.6,0.2,0.6,113.4,2011
24757,Ilija Bozoljac,7.6,4.6,36.8,1.8,1.2,0.4,0.4,103.4,2011
24758,David Ferrer,4.2,4.2,53.2,3.6,1.6,0.2,0.6,103.4,2011
24759,Julien Benneteau,7.6,4.6,63.4,3.2,2,0.8,0.8,124,2011
24760,Richard Gasquet,5.4,2.6,47,2.4,1.4,0.4,0.6,129.8,2011
24761,Ernests Gulbis,10.4,3.6,53,3.2,1.6,0,0.6,112.4,2011
24762,Fernando Verdasco,5,6,63.6,3.8,1.8,0.6,0.6,85.4,2011
24763,Andy Roddick,9.8,1.6,46.6,3.4,1.8,0,0.8,72.2,2011
24764,Philipp Kohlschreiber,6.2,2.6,45.8,1.4,0.8,0,0.4,87.4,2011
24765,Juan Ignacio Chela,0.2,2.6,31.8,2.6,0.8,0,0.4,91.8,2011
24766,John Isner,12.6,3,60.8,2,2.2,0.8,1,80.2,2011
24767,Michael Llodra,9,4.8,58.4,2.4,1.4,0.4,0.6,98.8,2011
24768,Dmitry Tursunov,4,5.2,54.6,3,1.2,0.4,0.2,91.2,2011
24769,Juan Carlos Ferrero,2.6,2.8,54.6,3.6,1.4,0.2,0.4,97.4,2011
24770,Daniel Gimeno-Traver,6.4,3.8,59.8,4,1.4,0,0.4,85.8,2011
24771,Fernando Gonzalez,9,2,64.2,1.4,1.2,0.2,0.4,118.8,2011
24772,Albert Montanes,2.2,4.4,47.6,2.8,0.8,0,0.2,87.8,2011
24773,Andreas Seppi,3.2,5.2,30.4,3,0.4,0,0.2,90.4,2011
24774,Bobby Reynolds,5,2.2,42.2,0.8,1.2,0.4,0.4,85.2,2011
24775,Bernard Tomic,6.8,2.6,59.4,1.6,1.4,0.6,0.4,76,2011
24776,Nicolas Mahut,6,6.2,46.8,3,1,0.2,0.4,104.6,2011
24777,Dudi Sela,4.2,5.2,47.4,2.6,1,0,0.4,111.8,2011
24778,Andy Murray,8.6,3.4,52,5.8,2.4,0.4,1,86.8,2011
24779,David Ferrer,3.2,4,58.6,3.8,1.8,0.2,0.6,118.4,2011
24780,Gael Monfils,8.6,4.4,67.2,3.8,2,0.4,0.6,116.6,2011
24781,Fabio Fognini,4.6,4.4,48.6,2.2,1,0.2,0.4,107,2011
24782,Jo-Wilfried Tsonga,5.8,3,44.2,2.2,1.6,0,0.6,129.2,2011
24783,Gilles Simon,7,3.8,68.8,4.2,2,0,0.8,120.8,2011
24784,Ivo Karlovic,20.8,2.4,58.6,2.2,1.8,0.4,0.6,113.8,2011
24785,Igor Kunitsyn,5.8,3,59.4,3.4,1.6,0.4,0.6,92,2011
24786,Janko Tipsarevic,6.4,4.2,56.2,3.4,1.8,0.4,0.6,97.6,2011
24787,Juan Monaco,1.8,2.8,36.8,5.2,2,0.2,0.8,134,2011
24788,Bernard Tomic,6.4,3,54.4,1,1,0.4,0.2,83.6,2011
24789,John Isner,14.6,2.6,65.2,2.2,2.4,0.6,1,107.6,2011
24790,Kevin Anderson,10.8,1.6,52.4,3.2,1.8,0.2,0.6,128,2011
24791,David Nalbandian,3.4,6.2,47.4,3.4,1.6,0,0.6,110.2,2011
24792,Denis Istomin,6.2,2.2,52.4,3,1.2,0.4,0.4,75.6,2011
24793,Nikolay Davydenko,0.8,4.6,51,4,1.6,0,0.6,102,2011
24794,Alejandro Falla,3,4,52.4,2,0.8,0,0.2,125.6,2011
24795,Nikolay Davydenko,1,4.4,55.8,4.2,1.6,0,0.6,95.2,2011
24796,David Nalbandian,4.4,6.6,51.4,3.8,1.6,0,0.6,109.8,2011
24797,Marin Cilic,6.2,4,49.8,3.4,1.4,0.2,0.4,125.2,2011
24798,Andy Murray,7.6,3,55,6,2.6,0.4,1,92.6,2011
24799,David Ferrer,3.6,4.4,66,4.6,2.4,0.4,0.8,123.4,2011
24800,Janko Tipsarevic,6.8,3.8,56.4,4,2.2,0.4,0.8,114.6,2011
24801,Fernando Verdasco,6.2,3.4,59.6,4.2,1.8,0.2,0.6,97.6,2011
24802,Gilles Simon,8,4,77.4,3.6,2.2,0.4,0.8,148.4,2011
24803,Andy Roddick,13,1.6,58.4,3.6,2.2,0.2,0.8,88.4,2011
24804,Donald Young,2.2,4.4,63,5.4,2.4,0.4,0.8,103.8,2011
24805,Alex Bogomolov Jr.,2.4,5,66.4,2.6,1.6,0.2,0.6,98.8,2011
24806,Juan Carlos Ferrero,3.4,4.2,70.8,3.6,2,0.2,0.6,118.8,2011
24807,Juan Monaco,2.2,3.2,47.8,5.4,2.2,0.2,0.8,147.2,2011
24808,Gilles Muller,21.6,5.4,73.6,3,2.2,0.6,0.6,94.6,2011
24809,Gilles Muller,20.2,5.2,69.8,3.2,2,0.6,0.6,85.6,2011
24810,Juan Monaco,2.2,3,46.8,4.2,1.8,0.2,0.6,136.6,2011
24811,Andy Murray,7.6,2.8,54.6,6.8,2.8,0.2,1,106.8,2011
24812,Andy Roddick,15,1.8,67,3.8,2.4,0.2,0.8,98.6,2011
24813,Janko Tipsarevic,9,3.6,63.2,4.2,2.4,0.2,0.8,116.8,2011
24814,Janko Tipsarevic,10.2,3.6,61.6,4.6,2.4,0.2,0.8,131.6,2011
24815,Andy Roddick,14.8,2,64.2,3.6,2.4,0.2,0.8,104.2,2011
24816,Jo-Wilfried Tsonga,7.8,3.2,69,4,2.4,0,0.8,132.6,2011
24817,Andy Murray,10.2,3.2,68.6,6.4,3,0.4,1,124.6,2011
24818,Novak Djokovic,5.4,2.2,68,6.8,3,0.4,1,103.8,2011
24819,Andy Murray,10.2,3,70.6,5.4,2.6,0.2,0.8,128.4,2011
24820,Novak Djokovic,5.8,2.4,75.4,7.2,3,0.4,1,116.2,2011
24821,Gianluca Naso,4.4,2.2,35.4,3.2,1.6,0.2,0.8,91.8,2011
24822,Pere Riba,3.4,3.4,35,2,0.8,0.2,0.4,105.2,2011
24823,Andreas Haider-Maurer,5.2,6.4,45.8,1.2,0.4,0.2,0,88.4,2011
24824,Marius Copil,6.6,3.4,47.6,2.4,1.2,0,0.6,86,2011
24825,Fred Gil,3,3.8,50.2,2,1,0,0.4,94.8,2011
24826,Albert Ramos-Vinolas,5,3.8,54.8,2.6,1.2,0.4,0.4,79.6,2011
24827,Florent Serra,5.6,2,45,2.6,1.6,0.2,0.8,85.4,2011
24828,Filippo Volandri,0,3.6,30,1.4,0.4,0,0.2,91.8,2011
24829,Filippo Volandri,0,3.4,32.8,2.4,0.8,0,0.4,96.8,2011
24830,Andreas Seppi,3.2,3.2,39.8,3.2,0.8,0,0.4,97.4,2011
24831,Andreas Seppi,3,2.2,37.2,3.6,0.8,0,0.4,84.8,2011
24832,Juan Ignacio Chela,2.2,1,44.6,4.4,1.4,0,0.6,118.8,2011
24833,Filippo Volandri,0.2,2.6,33,3.8,1.2,0,0.6,106.4,2011
24834,Florian Mayer,3.4,1.6,38.6,3.8,1.6,0.2,0.8,74,2011
24835,Mathieu Rodrigues,3.4,1.4,42.4,3.6,1.4,0.4,0.6,105.6,2011
24836,Arnaud Clement,3.8,3.4,54,2.4,1.2,0,0.4,74.2,2011
24837,Michael Berrer,5.8,3.2,49.2,1.6,0.8,0,0.2,80,2011
24838,Marcos Baghdatis,7.2,3.8,52.4,3.6,1.6,0,0.6,90.6,2011
24839,Olivier Rochus,1.6,3,39.4,2.4,0.4,0,0.2,91.2,2011
24840,Alexandr Dolgopolov,12,6,73.4,5.4,2.2,0,0.8,116,2011
24841,Arnaud Clement,3.6,4,48.8,2,1,0,0.4,84.4,2011
24842,Jo-Wilfried Tsonga,11.6,2.2,64.6,3.2,2,0,0.8,98.2,2011
24843,Gilles Muller,12.8,2.2,53.4,2,1.8,0.6,0.8,77,2011
24844,Alexandr Dolgopolov,9.2,2.4,53.2,2.8,1.4,0,0.6,90.8,2011
24845,Gilles Muller,12,1.8,51.8,1.2,1.2,0.6,0.6,71.4,2011
24846,Ivan Ljubicic,15.8,3,56,2,1.6,0.6,0.6,83.4,2011
24847,Amir Weintraub,1.2,1.6,31.2,1.6,0.6,0.2,0.2,79.4,2011
24848,Illya Marchenko,6,3.2,55.8,2.8,1.4,0.2,0.4,91.8,2011
24849,Marco Chiudinelli,2.2,1.6,40,2.6,1,0.2,0.6,94.4,2011
24850,Dudi Sela,3.8,4.2,44.8,2.4,1,0,0.4,99.2,2011
24851,Go Soeda,1.8,2.8,48.4,2.6,1.6,0.4,0.8,120.8,2011
24852,Andy Murray,6.6,1.4,61,4,2.4,0.2,0.8,123.8,2011
24853,Gilles Simon,9.8,3.4,92,4.4,2.4,0.4,0.8,160.6,2011
24854,Donald Young,2.4,2.2,46.2,4,1.8,0.2,0.8,71.2,2011
24855,Andy Murray,6.8,0.8,57.8,2.8,2,0.2,0.8,96.4,2011
24856,Donald Young,1.6,2.2,46.4,3.8,1.6,0.6,0.8,65,2011
24857,Andy Murray,5,0.4,44.8,3.4,1.8,0,0.8,85.6,2011
24858,Alex Bogomolov Jr.,2.6,4.8,66.8,2.2,1.2,0.2,0.4,115,2011
24859,Dmitry Tursunov,5.4,5.6,56.6,3.4,1.4,0.2,0.4,101.6,2011
24860,Kei Nishikori,3,2,40.6,2.6,1.2,0.4,0.6,96,2011
24861,Rik De Voest,2.2,1.4,47.6,2.6,1.2,0.2,0.6,85.8,2011
24862,Mischa Zverev,2.8,2.2,38.2,1.8,0.2,0,0,74.2,2011
24863,Denis Istomin,5.6,1.2,53.8,3,1.2,0.2,0.4,86.8,2011
24864,Lukasz Kubot,3.8,6.2,50,4,1.4,0,0.6,73.8,2011
24865,Marcos Baghdatis,6,2.6,59.8,2.2,1.6,0.4,0.6,76.6,2011
24866,Dmitry Tursunov,6.4,4.8,55.4,3.6,1.4,0.2,0.4,112.8,2011
24867,Janko Tipsarevic,8,2.2,43.4,3.6,1.8,0.2,0.8,117.6,2011
24868,Jurgen Melzer,7,2.6,51.6,3.8,1.4,0.2,0.4,105.2,2011
24869,Marcos Baghdatis,6.4,2,49.2,2.6,1.8,0.6,0.8,74.4,2011
24870,Janko Tipsarevic,8,2.4,46,3.4,1.8,0.2,0.8,113.8,2011
24871,Janko Tipsarevic,5.8,1.8,36.4,3.6,1.6,0.2,0.8,106.4,2011
24872,Grigor Dimitrov,5.4,2,38.4,1.6,0.8,0.2,0.4,69.2,2011
24873,Jurgen Melzer,6.6,3,52,3.6,1.4,0.2,0.4,93.2,2011
24874,Mikhail Youzhny,4.4,2.4,51.6,2.8,1,0,0.2,76.8,2011
24875,Gilles Simon,5.2,2.8,59.4,3,1.2,0,0.4,95.8,2011
24876,Andy Roddick,13,1.4,56,2.8,1.8,0.2,0.6,102.6,2011
24877,Alexandr Dolgopolov,5.4,3.6,44.8,2,1,0,0.4,87.6,2011
24878,Juan Carlos Ferrero,4.8,5.2,76.6,3.6,2.2,0.6,0.8,113.6,2011
24879,Philipp Kohlschreiber,8,4.6,59.4,2,1.6,1,0.8,61.4,2011
24880,Ivan Ljubicic,15.6,2,51.2,2.2,1.8,0.6,0.8,85.8,2011
24881,Albert Ramos-Vinolas,3.4,3.8,48.6,2.4,1.2,0,0.6,98.2,2011
24882,Albert Montanes,4.2,4.2,47,2.2,0.6,0,0.2,79.6,2011
24883,Fernando Verdasco,6.6,3,58,4.2,1.8,0.2,0.6,94.4,2011
24884,Philipp Kohlschreiber,6.6,4,52.4,2,1.2,0.8,0.6,57.8,2011
24885,Fabio Fognini,4.8,6.2,54,3,1.4,0.4,0.4,118.4,2011
24886,Juan Carlos Ferrero,3.8,4.8,67,2.4,2,0.6,0.8,113.8,2011
24887,Florian Mayer,3.4,1.8,37.6,3.6,1.8,0.2,0.8,78.6,2011
24888,Feliciano Lopez,14.8,6.2,64,2.4,1.8,0.8,0.6,104,2011
24889,Jo-Wilfried Tsonga,9.4,2.2,46.8,3.2,2,0.2,1,95.4,2011
24890,Fernando Verdasco,3.8,2.8,38.2,3.4,1.4,0,0.6,100,2011
24891,Kevin Anderson,9.6,3.2,56.2,3.6,1.6,0.4,0.6,75.6,2011
24892,Ivan Ljubicic,16.4,3,55.6,3.2,1.8,0.8,0.8,104.6,2011
24893,Ivan Ljubicic,13,3,51,3.2,1.4,0.4,0.6,108.2,2011
24894,Marin Cilic,7.4,2.4,43.2,4.4,1.8,0.2,0.8,128.4,2011
24895,Karol Beck,5,5,39,0.8,0.2,0,0,112.8,2011
24896,Rainer Schuettler,2.8,2.8,43.8,1.6,1,0.6,0.4,92.4,2011
24897,Marco Chiudinelli,2.8,0.8,37.2,2.6,1.4,0.4,0.8,106.4,2011
24898,Dudi Sela,2.4,3.8,51.8,3,1.4,0.2,0.6,86.6,2011
24899,Andy Murray,5,0.2,42.8,3.6,2,0.2,1,81.4,2011
24900,David Ferrer,4.4,3.4,60.4,4.4,2.4,0.2,0.8,129.8,2011
24901,Mardy Fish,5.6,3,70.8,4.2,2.6,0.6,0.8,159.4,2011
24902,Bernard Tomic,5.8,2.6,48,1.2,1.2,0.6,0.4,76.6,2011
24903,Dmitry Tursunov,7.8,5.2,61,4.2,1.6,0.4,0.6,107.2,2011
24904,Milos Raonic,12.4,1.4,50,1,1.4,0.6,0.4,96,2011
24905,Alex Bogomolov Jr.,1.6,2.6,49,1.6,1,0,0.4,115.8,2011
24906,Ernests Gulbis,15,5.8,62.8,2.4,1.2,0,0.4,100.2,2011
24907,Marco Chiudinelli,3.8,1.6,49.2,2.6,1.4,0.4,0.6,120.2,2011
24908,Dmitry Tursunov,8.2,3.6,50.6,3.2,1.2,0.2,0.6,126,2011
24909,Rafael Nadal,3,1,55,4,2,0.4,0.8,119,2011
24910,Andy Murray,8,0.8,40.2,4.4,2,0.2,1,97.8,2011
24911,David Ferrer,5.4,3.4,54.2,4,2,0.4,0.8,102,2011
24912,Bernard Tomic,6.4,3,46,2,1,0.6,0.4,73,2011
24913,Mardy Fish,4.8,1.6,58,3,1.6,0.2,0.6,93.6,2011
24914,Andy Murray,7.4,0.8,38.6,4.2,2,0.2,1,100.2,2011
24915,Andy Murray,7.6,1,42.2,4.2,2,0.2,1,106,2011
24916,Marinko Matosevic,6,3.2,41.4,2.2,1,0,0.4,84.6,2011
24917,Michal Przysiezny,4,2.8,32.4,0.6,0,0,0,79.6,2011
24918,Flavio Cipolla,0.8,2.4,37.2,3,1.4,0,0.6,117,2011
24919,Feliciano Lopez,13.6,6.2,62.2,2,1.6,1.2,0.6,103.4,2011
24920,Andy Roddick,12.8,1.6,54,2.6,1.6,0.2,0.6,104,2011
24921,Ryan Harrison,4.4,3.4,50.2,3.4,1.6,0.2,0.8,70,2011
24922,Juan Monaco,1.6,2.8,48.8,4.2,1.6,0,0.4,116.6,2011
24923,Ivan Ljubicic,11.6,2.8,44.6,3,1.2,0.2,0.6,115.6,2011
24924,Alex Bogomolov Jr.,1.8,2,43,1.4,0.8,0,0.4,127.2,2011
24925,Grigor Dimitrov,7.4,3,44,2.4,1.2,0.2,0.6,77.8,2011
24926,Matthew Ebden,6.4,2.2,45.4,3.2,1.8,0,0.8,132.2,2011
24927,Juan Carlos Ferrero,3.8,3.2,54,1,1.4,0.6,0.6,109.8,2011
24928,Guillermo Garcia-Lopez,4.8,6,66,3.2,1.6,0.8,0.4,80.6,2011
24929,Albert Montanes,4.6,6.4,55.4,3.4,1,0.2,0.4,71.8,2011
24930,David Nalbandian,4.4,3.2,40.8,3.6,1.2,0.2,0.6,106.8,2011
24931,Michael Llodra,5.4,5.8,54.4,1.6,0.8,0.2,0.2,102.8,2011
24932,Guillermo Garcia-Lopez,3.8,5,53.8,2.2,1,0.4,0.2,88.6,2011
24933,David Ferrer,3.4,2.6,44,3.2,1.6,0.4,0.8,96.4,2011
24934,Bernard Tomic,6.8,2.2,63,2.6,1.8,0.8,0.8,78.4,2011
24935,Radek Stepanek,4.4,1.6,43.8,3,1.2,0,0.6,99.6,2011
24936,Nicolas Almagro,6,3,48.8,1.6,1,0.6,0.4,78.6,2011
24937,Albert Montanes,4,5.8,42.4,2.8,0.8,0.2,0.4,70,2011
24938,Albert Ramos-Vinolas,3.2,2.6,43.6,2,1.4,0,0.6,106.4,2011
24939,Donald Young,2,2.8,43.8,2.4,1.4,0.4,0.6,85.6,2011
24940,Jurgen Melzer,3.8,1.4,45,2,1,0,0.4,90,2011
24941,David Nalbandian,4,2.8,38,3.2,1.2,0.2,0.6,97,2011
24942,Fernando Verdasco,3.4,2.8,34.2,3.2,1.4,0,0.6,93,2011
24943,Andy Murray,6.8,1.4,41,4.4,2,0,1,126,2011
24944,David Ferrer,5.4,3.2,46.4,3,1.6,0.4,0.8,111.4,2011
24945,Feliciano Lopez,11.4,6,56.2,2.2,1.8,1,0.8,108,2011
24946,Andy Roddick,8.4,1.6,41.8,2.4,1.2,0.2,0.6,117.6,2011
24947,Alexandr Dolgopolov,6.4,2.4,42.6,3.6,1.4,0.2,0.6,101.8,2011
24948,Kei Nishikori,3.8,3.2,51.2,2.6,1.2,0.4,0.6,165.2,2011
24949,Andy Roddick,8.8,1.4,49,2.4,1.4,0.4,0.6,113.8,2011
24950,Feliciano Lopez,11.4,5.8,53.6,2.4,1.8,0.8,0.8,111.2,2011
24951,David Ferrer,8,4,56.8,2.2,1.6,0.4,0.8,143.6,2011
24952,Andy Murray,6.2,2.2,40.8,4.4,2,0,1,141,2011
24953,Antonio Veic,2.4,2.4,38,4,1.4,0,0.6,87.8,2011
24954,Jeremy Chardy,8.4,3.2,48.8,2.4,1.4,0,0.6,93.2,2011
24955,Andreas Seppi,4.2,2,47.8,4,1.2,0.2,0.6,69.6,2011
24956,Michael Berrer,5.8,2.4,52.4,2.8,1.6,0.2,0.8,106.6,2011
24957,Jeremy Chardy,11.8,3.4,54,2.4,1.8,0.2,0.8,106.2,2011
24958,Karol Beck,4.8,5,34.8,0.8,0.2,0,0,95.8,2011
24959,Carlos Berlocq,4.2,3.2,36.6,4.2,1.2,0,0.4,84.2,2011
24960,Lukas Rosol,4,4,35.6,0.6,0,0,0,84.2,2011
24961,Igor Kunitsyn,3,1.6,52.4,2,1,0.2,0.4,75.6,2011
24962,Alexandr Dolgopolov,9.8,2,45.6,3.4,1.2,0.2,0.6,107.4,2011
24963,Nikolay Davydenko,1.4,2.6,31,3.6,1.2,0.2,0.6,88.2,2011
24964,Dmitry Tursunov,8.8,4,58.4,3.2,1.6,0.6,0.8,114,2011
24965,Andreas Seppi,3.8,1.6,49.6,3.4,1.4,0.2,0.6,59.8,2011
24966,Dmitry Tursunov,6.6,3.6,49.8,2.2,1.2,0.4,0.6,127.2,2011
24967,Alex Bogomolov Jr.,2.4,1.4,63.8,3.2,1.6,0.2,0.6,104.2,2011
24968,Michael Berrer,5.6,1.8,48,2.8,1.6,0.2,0.8,111.6,2011
24969,Janko Tipsarevic,8.2,2,52,3.8,1.4,0.2,0.6,121,2011
24970,Janko Tipsarevic,6.2,1.4,45,3.8,1.6,0,0.8,125.6,2011
24971,Cedrik-Marcel Stebe,3.6,2.8,35.6,3.2,1.2,0.2,0.6,103.6,2011
24972,Guillermo Garcia-Lopez,4.2,4.6,49.4,2.4,0.8,0.2,0.2,92,2011
24973,James Blake,8.6,4.6,50.4,3.4,1.4,0.2,0.6,132.2,2011
24974,David Nalbandian,4.6,4,47.4,2.8,1.2,0.6,0.6,90.6,2011
24975,Lukasz Kubot,3.8,3.8,44,2,0.6,0,0.2,84.4,2011
24976,James Blake,7.8,4.4,50.2,2.8,1.4,0.2,0.6,138.8,2011
24977,Jarkko Nieminen,1.6,0.8,47.8,2,1.2,0.6,0.6,82.8,2011
24978,Milos Raonic,11.8,1.2,55.6,1.8,1.2,0.4,0.6,99.4,2011
24979,David Nalbandian,4.6,3.4,44.6,2.8,1.2,0.4,0.6,88.6,2011
24980,Jarkko Nieminen,1.4,1.6,49,2.6,1.2,0.2,0.6,84.4,2011
24981,James Blake,7.8,4.6,59,3.4,1.6,0.2,0.6,149.2,2011
24982,Gael Monfils,10.8,3,62.2,4.4,1.8,0,0.8,99,2011
24983,Alexander Kudryavtsev,4.4,2.4,39.2,1.8,1.2,0.2,0.4,86.4,2011
24984,Mikhail Ledovskikh,7.4,3.2,48.4,2.2,1.4,0.6,0.6,92.2,2011
24985,Konstantin Kravchuk,9.4,2.2,53,2.8,1.4,0,0.6,74.4,2011
24986,Adrian Mannarino,2.2,4.6,49,1.8,0.6,0.2,0.2,76.6,2011
24987,Janko Tipsarevic,6.8,1.2,43.4,4.4,2,0,1,113.4,2011
24988,Mikhail Youzhny,3,5.6,56.4,3.4,1.4,0.4,0.6,72,2011
24989,Igor Andreev,3.2,3.4,54.2,2.8,1.2,0.2,0.4,95.6,2011
24990,Alex Bogomolov Jr.,3,1.4,62.8,3.2,1.6,0.2,0.6,93.6,2011
24991,Dmitry Tursunov,6,3.4,48,3,1.6,0.4,0.8,103,2011
24992,Carlos Berlocq,3,2.2,35.4,3,0.8,0.2,0.2,91.4,2011
24993,Janko Tipsarevic,5.2,1.4,36.6,3.8,2,0,1,109.4,2011
24994,Marin Cilic,8.8,1.4,46.2,2.6,1.4,0.2,0.6,104,2011
24995,Julien Benneteau,8.2,2.2,42,2.4,1,0,0.4,105.4,2011
24996,Dmitry Tursunov,5,3.6,40.8,2,1.2,0.4,0.6,84,2011
24997,Andreas Seppi,3.6,2,50,2.8,1.4,0.4,0.6,72.4,2011
24998,Janko Tipsarevic,6.2,1.6,41.4,4,2,0,1,97,2011
24999,Andreas Seppi,4.2,2.4,58.8,2.2,1.6,0.4,0.6,74.8,2011
25000,Adrian Mannarino,2,2.2,45.8,1.8,0.8,0.2,0.4,88.6,2011
25001,Alex Bogomolov Jr.,1.4,1.2,55.2,4,1.8,0.2,0.8,105,2011
25002,Alex Bogomolov Jr.,1.4,1.6,47,3.8,1.4,0.2,0.6,97.8,2011
25003,Marin Cilic,8.4,1.6,50.8,2.6,1.6,0.4,0.8,97.8,2011
25004,Janko Tipsarevic,6.4,2,41.4,3.6,1.8,0,0.8,77.8,2011
25005,Bjorn Phau,1.6,2,40.6,2.2,1.4,0,0.6,114.6,2011
25006,Michal Przysiezny,5.8,2.4,32.8,1.4,0.4,0,0.2,63.6,2011
25007,Simone Bolelli,5.8,0.6,42.2,2.6,1,0.2,0.4,137.6,2011
25008,Daniel Brands,12.6,2.4,53.8,2,1.8,0.6,0.8,97.6,2011
25009,Juan Ignacio Chela,2.4,2,43.6,3.8,1.2,0.2,0.4,82.6,2011
25010,Fabio Fognini,2.4,5,43.4,2,1.2,0.4,0.4,101.4,2011
25011,Marcos Baghdatis,6.8,2.2,52,3.4,1.2,0.2,0.4,93.6,2011
25012,Guillermo Garcia-Lopez,4.4,5.8,48.6,3,1,0,0.4,93.4,2011
25013,Jarkko Nieminen,2.2,2.8,51.8,3.8,1.8,0.4,0.8,99.2,2011
25014,Jarkko Nieminen,2.2,2.6,50.8,3.4,1.6,0.4,0.6,89.8,2011
25015,Guillermo Garcia-Lopez,4.2,6.2,45.4,2.4,0.8,0,0.4,91,2011
25016,Jo-Wilfried Tsonga,13,2.8,54.2,1.8,1.6,0.4,0.6,90.8,2011
25017,Juan Martin del Potro,6.4,2,54.2,2.8,1.6,0,0.6,106.4,2011
25018,Jurgen Melzer,4.4,1.8,45,1.8,1,0,0.4,88.4,2011
25019,Daniel Brands,12.4,2.4,59,1.4,1.6,0.8,0.8,113,2011
25020,Juan Martin del Potro,8.2,1.6,54.6,2,1.4,0,0.6,116,2011
25021,Jo-Wilfried Tsonga,16.6,3,58.2,2.2,1.8,0.6,0.8,82.4,2011
25022,Lukasz Kubot,4.6,3.8,45.6,2,0.6,0,0.2,88.6,2011
25023,Andreas Haider-Maurer,9,5.2,51.4,0.6,0.6,0.2,0,71.6,2011
25024,Michael Berrer,3.6,3.4,40.6,3.4,1,0,0.4,100.4,2011
25025,James Blake,4.6,4.2,51.4,3.6,1.6,0.2,0.6,126.8,2011
25026,Lukasz Kubot,4.6,3.6,49,2.2,1,0,0.4,90,2011
25027,Marco Chiudinelli,2.8,2.2,52.8,3.4,1.6,0.4,0.6,100,2011
25028,Novak Djokovic,6.6,3.8,75.8,7,2.8,0.4,1,117.4,2011
25029,Potito Starace,5,2,49.6,1.6,1.2,0.4,0.4,84.6,2011
25030,Kei Nishikori,2,2.4,47.6,2.8,1.6,0.2,0.8,196.6,2011
25031,James Blake,4,4,43.4,3.2,1.2,0.2,0.6,134,2011
25032,Florian Mayer,3.2,1.4,31.2,2.6,1.4,0.2,0.8,81.4,2011
25033,Andy Roddick,10.2,1.4,49.8,2.4,1.8,0.4,0.8,106,2011
25034,Marcos Baghdatis,6.6,2.4,58.2,3.2,1.2,0.4,0.4,110.8,2011
25035,Lukasz Kubot,5.6,4.6,51,3.4,1.2,0,0.6,69.2,2011
25036,Ivan Ljubicic,10.6,2.2,45.8,2.4,1.2,0.2,0.6,109.8,2011
25037,Jarkko Nieminen,3.6,2.2,53,3,1.6,0.4,0.6,80.8,2011
25038,Radek Stepanek,3.6,1.6,38.8,2,0.8,0,0.4,118.2,2011
25039,Lukasz Kubot,4.6,5,46,3,1.2,0,0.6,79.8,2011
25040,Jarkko Nieminen,3,3.2,50.6,2.4,1.4,0.2,0.4,80.2,2011
