index,Name,Aces,Double Faults,Service Points Won,Break Points Converted,Sets Won,Tiebreaks Won,Wins,Match Duration,Year
25041,Andy Roddick,10.2,1.6,49.2,2.4,1.8,0.4,0.8,96.8,2011
25042,James Blake,3.4,3.2,35.6,2.6,1,0.2,0.6,124,2011
25043,Florian Mayer,3.2,2,32,2.6,1.4,0.2,0.8,113.6,2011
25044,Robin Haase,8.2,3.8,50,2,0.8,0.2,0.2,108.4,2011
25045,Marcos Baghdatis,8.4,3.8,54.2,3,1.4,0.4,0.6,115,2011
25046,Andy Roddick,9.4,1.4,44.4,1.6,1.4,0.2,0.6,95.2,2011
25047,Kei Nishikori,1.2,2.2,42.8,3.4,1.6,0.2,0.8,150,2011
25048,Florian Mayer,2.2,2,30.4,1.8,1,0.2,0.6,119.8,2011
25049,Kei Nishikori,1.8,2.6,45.8,3.6,1.6,0.4,0.8,121,2011
25050,Roger Federer,6.6,3.4,56.6,3,2,0.6,0.8,94.2,2011
25051,Albert Ramos-Vinolas,4.2,2.6,41,2.2,1,0,0.4,77.4,2011
25052,Ryan Sweeting,3.4,3.6,35.6,0.8,0.2,0,0,76.8,2011
25053,Edouard Roger-Vasselin,3.8,2.4,49.6,1.4,0.4,0.4,0.2,114.8,2011
25054,David Ferrer,7,4.2,57.8,2.6,1.6,0.2,0.8,133,2011
25055,Albert Montanes,3.8,5.6,41,2.2,0.8,0.2,0.4,68.4,2011
25056,Juan Monaco,2,3.6,53.4,3.6,1.4,0,0.4,100,2011
25057,Gilles Simon,5.8,3.4,44.4,3,1,0,0.2,108.6,2011
25058,Alex Bogomolov Jr.,2,2.2,42.4,3.6,1.6,0.2,0.8,81.8,2011
25059,Juan Ignacio Chela,2.6,2.4,45.4,2.8,0.8,0.2,0.2,84,2011
25060,Igor Kunitsyn,3.4,1,39.8,2,1,0.4,0.4,95.4,2011
25061,Daniel Gimeno-Traver,6.4,5.2,55,3.2,1.2,0.2,0.4,73.6,2011
25062,Ernests Gulbis,8,5.2,43.6,0.6,0.4,0,0.2,105.8,2011
25063,Jo-Wilfried Tsonga,15,3,59.6,2,1.6,0.4,0.8,100.4,2011
25064,Gael Monfils,9.2,1.4,49.4,4.2,2,0.2,1,103.8,2011
25065,Juan Martin del Potro,9.8,0.8,46,2.8,1.8,0.2,0.8,114.2,2011
25066,Alex Bogomolov Jr.,1.6,2.8,47,4,1.4,0.2,0.6,73,2011
25067,Marcel Granollers,5.4,2.4,47.2,1.8,1,0,0.4,84.2,2011
25068,Fabio Fognini,2.2,3.8,41.4,1.2,1,0.4,0.4,86,2011
25069,David Ferrer,3.8,2.6,46.8,3,1.6,0,0.8,90.4,2011
25070,Gael Monfils,10,3,53.6,4,1.8,0.2,0.8,92.8,2011
25071,Juan Martin del Potro,9.2,1.2,46.8,2.8,1.8,0.2,0.8,106.2,2011
25072,Juan Carlos Ferrero,3.4,1.2,49.4,3.6,1.4,0.4,0.6,106.6,2011
25073,David Ferrer,2,2.6,42.2,3.4,1.4,0,0.6,69.8,2011
25074,Juan Monaco,1.6,2.2,49,3.8,1.8,0,0.8,62,2011
25075,Santiago Giraldo,3.4,2,55.2,2,1.4,0.6,0.6,167,2011
25076,Andreas Seppi,6.6,2.8,55,2.8,1.4,0.2,0.6,118.4,2011
25077,Edouard Roger-Vasselin,3.8,3.6,52.2,2,0.6,0.4,0.2,122.2,2011
25078,Florent Serra,2,1.8,37.8,1,0.4,0,0.2,88.6,2011
25079,Arnaud Clement,4.8,3.4,50.6,2.6,1.2,0.2,0.4,89,2011
25080,Andreas Seppi,8.2,3.4,55.4,3.4,1.4,0.2,0.6,112.2,2011
25081,Gilles Muller,15.4,2,56.8,0.6,0.8,0.4,0.2,88,2011
25082,Alex Bogomolov Jr.,2.4,3.4,47.4,3.6,1.4,0.4,0.6,80.2,2011
25083,Guillermo Garcia-Lopez,4.8,5.4,46.6,2.4,0.8,0,0.4,85.6,2011
25084,John Isner,20.2,4.6,83.6,2,2,1,0.6,114.4,2011
25085,Mikhail Youzhny,2,3.4,38,2.8,0.8,0,0.4,109.6,2011
25086,Feliciano Lopez,10.2,3,51.2,2.2,1.6,0.4,0.6,86,2011
25087,Juan Carlos Ferrero,3.2,1,42.6,2.8,1,0.4,0.4,78.6,2011
25088,Adrian Mannarino,3.2,1.4,47,2.6,1.2,0.2,0.6,91.2,2011
25089,Florian Mayer,1.4,2.2,28.6,2.4,1,0,0.6,113.8,2011
25090,Andreas Seppi,8,3,51.4,3.8,1.6,0.4,0.8,131.4,2011
25091,Kei Nishikori,2.4,2.4,45,3.4,1.2,0.4,0.6,118.2,2011
25092,Fernando Verdasco,3.8,4.4,35.8,2.2,1,0,0.4,103.4,2011
25093,Ivan Dodig,8.4,3.2,41.2,1.4,0.8,0.4,0.4,74.4,2011
25094,Andy Murray,5.6,2,39,4,2,0,1,131.6,2011
25095,Adrian Mannarino,3.2,1.8,37.6,2.4,1.2,0.2,0.6,97.4,2011
25096,Fernando Verdasco,4.2,4.2,39.4,2.6,1,0,0.4,95.4,2011
25097,Guillermo Garcia-Lopez,4,4.6,40.4,2,0.8,0,0.4,86.4,2011
25098,Florian Mayer,1.2,2.2,26.2,2.4,1,0,0.6,107,2011
25099,Feliciano Lopez,9.8,3.8,52,2.2,1.6,0.4,0.6,84.6,2011
25100,Andreas Seppi,6.8,2.8,45.4,4,1.6,0.2,0.8,115.6,2011
25101,Gilles Simon,6,2.2,45.4,2.8,1,0,0.2,98.8,2011
25102,Alex Bogomolov Jr.,2.8,4.4,44,2.6,1,0.4,0.4,78.6,2011
25103,Andy Roddick,9,1.6,44,2,1.4,0.2,0.6,83.6,2011
25104,Alexandr Dolgopolov,8.2,3,40.4,0.8,0.4,0.2,0.2,85.2,2011
25105,Sergiy Stakhovsky,5.4,3.4,54.4,3.2,1.2,0.2,0.6,98.4,2011
25106,Kevin Anderson,11.2,1.6,45.2,2,1,0,0.4,92.4,2011
25107,Igor Kunitsyn,2.8,1,45.4,2.8,1,0.4,0.4,108.4,2011
25108,Novak Djokovic,4.8,2.8,46.4,3.8,1.8,0,0.8,86.8,2011
25109,Andy Murray,6.2,1.8,34.8,4,2,0,1,112,2011
25110,Richard Gasquet,5.4,3.2,45.2,2,1,0.2,0.4,78.4,2011
25111,Alexandr Dolgopolov,6.6,3.2,39,0.8,0.4,0.2,0.2,81.2,2011
25112,Janko Tipsarevic,4.8,1.8,31.4,3,1,0,0.4,90,2011
25113,Andreas Seppi,6.2,3,44.8,3.6,1.6,0.2,0.8,125,2011
25114,Juan Monaco,0.8,0.8,45.4,3.2,1.6,0.2,0.8,74,2011
25115,Andy Murray,6,2.2,43.4,3.6,1.8,0,0.8,103.6,2011
25116,Juan Monaco,1.4,1,41.4,2.4,1.2,0.2,0.6,83.2,2011
25117,David Ferrer,2.6,3,41,3.2,1.6,0,0.6,87.2,2011
25118,Roger Federer,4.8,0.8,37.4,3.4,2,0,1,104.8,2011
25119,Jo-Wilfried Tsonga,10.2,2.4,56.6,1.8,1.6,0.4,0.8,114.4,2011
25120,Jo-Wilfried Tsonga,9.6,2.2,51.8,1,1.2,0.4,0.6,122.6,2011
25121,Janko Tipsarevic,4.4,2.4,37,2.8,1,0,0.4,87,2011
25122,David Ferrer,2,4,42.6,3.2,1.4,0,0.4,90.8,2011
25123,Jo-Wilfried Tsonga,10.4,2.8,56.2,1.6,1.6,0.6,0.8,99.4,2011
25124,Mardy Fish,6.2,0.8,38,2,1.4,0,0.2,82.4,2011
25125,David Ferrer,2.4,3,40.4,3,1.6,0,0.6,87.6,2011
25126,Janko Tipsarevic,5.2,2.4,39,3,1,0,0.4,97,2011
25127,Rafael Nadal,1.8,0.4,40,1.4,0.8,0,0.2,98.8,2011
25128,Jo-Wilfried Tsonga,10,3,54.2,2,1.6,0.8,0.8,99.2,2011
25129,Novak Djokovic,4,2.8,47,2.6,1.4,0.2,0.6,93.4,2011
25130,Andy Murray,5.4,2.4,45.8,3.2,1.4,0,0.6,91.2,2011
25131,Mardy Fish,6.4,0.6,43.6,3,1.2,0,0.2,90.8,2011
25132,David Ferrer,2.8,3.8,43.2,2.6,1.2,0,0.4,69.4,2011
25133,Jo-Wilfried Tsonga,8.8,3.4,54,2.2,1.6,0.8,0.8,100.6,2011
25134,Amer Delic,7.8,2.4,43.6,1.8,0.8,0.2,0.2,83.4,2012
25135,Jesse Levine,3.2,5,48.4,3.6,1.8,0,0.8,75.8,2012
25136,Jurgen Melzer,4.6,1.6,42.2,1.8,1,0,0.4,91.4,2012
25137,Bernard Tomic,5.2,2.4,58.6,3.2,1.2,0.6,0.4,83.6,2012
25138,Gilles Muller,16.4,1.8,61.4,0.8,1.2,0.6,0.4,95.4,2012
25139,Jarkko Nieminen,3.6,2.4,45.2,3.2,1.4,0.2,0.6,73,2012
25140,Alexandr Dolgopolov,4.4,2.8,48,2.4,1.2,0.6,0.6,92.6,2012
25141,Kei Nishikori,1.8,1.8,38,2.8,0.8,0.2,0.4,120.2,2012
25142,Jarkko Nieminen,2.4,2,38.8,2.8,1,0.2,0.4,75.8,2012
25143,Bernard Tomic,5.6,2.6,51.2,3.4,1.2,0.4,0.4,93.8,2012
25144,Andy Murray,6.4,2.6,53.6,3.6,1.4,0.2,0.6,108.6,2012
25145,Gilles Simon,4.8,1.8,44.6,2.2,1.4,0.2,0.6,68.2,2012
25146,Alexandr Dolgopolov,6.6,2,51.4,3.4,1.6,0.6,0.8,95.6,2012
25147,Alexandr Dolgopolov,5,1.6,48.8,3.6,1.6,0.4,0.8,101.2,2012
25148,Alexandr Dolgopolov,5.2,1.6,48.4,3.6,1.6,0.4,0.8,94.8,2012
25149,Rik De Voest,4,1.4,35.2,2.8,1.2,0,0.6,137.8,2012
25150,Milos Raonic,12.4,2.2,53.4,1.2,1.2,0.4,0.4,98.8,2012
25151,Bjorn Phau,2.8,2.2,38.2,2.8,1,0,0.4,102,2012
25152,Philipp Kohlschreiber,7,3.6,47.6,2.8,1.4,0.2,0.6,98.8,2012
25153,Nikolay Davydenko,2,4.2,41,2.4,0.6,0,0.2,88.8,2012
25154,Alex Bogomolov Jr.,3.8,3.8,49.2,3.8,1.4,0.4,0.6,85.2,2012
25155,Ernests Gulbis,7,6.2,41.6,0.6,0.2,0.2,0,103.6,2012
25156,Benjamin Becker,6.8,3,47.4,1.8,1,0.2,0.4,83.6,2012
25157,Denis Gremelmayr,4.4,1.8,41,2.8,1.6,0.2,0.8,82.2,2012
25158,Ivo Karlovic,18.4,2,66.4,2,1.8,0.8,0.6,111.6,2012
25159,Albert Ramos-Vinolas,3,2.6,34,3.4,1,0,0.4,76.4,2012
25160,Grega Zemlja,5,2,38.2,3.8,1.6,0.2,0.8,125.8,2012
25161,Denis Gremelmayr,4.6,1.6,45.2,2.6,1.6,0.2,0.8,96,2012
25162,Benjamin Becker,5.2,3.4,54.4,2,0.8,0.2,0.2,97.4,2012
25163,Ivo Karlovic,17.8,1.8,63.2,1.8,1.4,0.8,0.4,84.6,2012
25164,Andreas Seppi,4.4,1.2,40,3.4,1.6,0.2,0.8,104.8,2012
25165,Mikhail Youzhny,2.8,2.2,46.4,2.6,0.8,0,0.4,94.8,2012
25166,Andreas Seppi,4.8,0.8,38.4,3.6,1.4,0,0.6,101.4,2012
25167,Gael Monfils,6.6,3.8,49.2,3.8,1.4,0,0.6,90.8,2012
25168,Gael Monfils,5.4,2.4,44.2,3.6,1.6,0,0.8,93.6,2012
25169,Gael Monfils,3,2,43.4,3.8,1.6,0,0.8,97,2012
25170,Jesse Levine,2.4,5.2,44.4,3.2,1.2,0,0.6,98.4,2012
25171,Ricardo Mello,2.4,2.4,55.4,1.6,1.4,0.2,0.4,85.4,2012
25172,Inigo Cervantes,5.6,4.4,42.4,3.2,1.4,0,0.6,119.8,2012
25173,Adrian Mannarino,3.8,1.8,33.6,3.6,1.6,0,0.8,80.2,2012
25174,Rui Machado,0.6,3.4,38.4,1.6,0,0,0,91.8,2012
25175,Alejandro Falla,2.4,3,44.8,3.6,1.2,0,0.6,79.8,2012
25176,Guillermo Garcia-Lopez,1.8,4,42.2,3.4,1.2,0,0.6,107.6,2012
25177,Olivier Rochus,0.4,2.2,33.2,1.8,0.4,0,0.2,103.2,2012
25178,Albert Montanes,1.6,5.8,41,1.6,0.4,0.2,0.2,83,2012
25179,Nicolas Almagro,7,0.8,49.6,2,1,0.2,0.4,101.8,2012
25180,Olivier Rochus,0.4,2.6,44.8,2,0.8,0.4,0.4,98.2,2012
25181,Alejandro Falla,2.2,2.8,41.8,3.4,1.2,0.2,0.6,77.8,2012
25182,Nicolas Almagro,7.2,0.6,46.8,1.6,0.8,0.2,0.4,93,2012
25183,Fernando Verdasco,3.8,4.2,42.8,2.6,1.2,0.2,0.6,89.6,2012
25184,Benoit Paire,11.8,3.2,51.2,4.6,1.8,0.2,0.8,67,2012
25185,David Ferrer,2.6,3,44,3.2,1.6,0,0.8,74.8,2012
25186,Olivier Rochus,0.6,2.8,59.6,3.4,1.6,0.6,0.8,95.4,2012
25187,David Ferrer,3.4,2.4,44.4,2.8,1.6,0,0.8,89.6,2012
25188,Greg Jones,5.4,3.2,43,1.2,1,0.4,0.4,85.4,2012
25189,Michael Russell,2.2,6.8,52,4,1.4,0.2,0.6,91.4,2012
25190,Michael Russell,1.8,4.4,51.4,3.6,1.4,0.2,0.6,90.8,2012
25191,Radek Stepanek,6,3.6,53.2,2.8,1.4,0.2,0.6,91,2012
25192,Dmitry Tursunov,4.4,2.8,31.8,0.4,0,0,0,97.8,2012
25193,Fabio Fognini,2.2,4,35.2,2.8,1,0,0.4,84.4,2012
25194,Gilles Muller,14.8,2,66.2,1.2,1.2,0.4,0.2,80.4,2012
25195,Fabio Fognini,2,4,32.4,2,0.6,0,0.2,83.4,2012
25196,Feliciano Lopez,7,3.8,44.2,1.6,1,0.2,0.4,84.4,2012
25197,Alex Bogomolov Jr.,2.8,3.6,44.6,3,1.6,0.4,0.8,104.8,2012
25198,Jarkko Nieminen,1.8,2.8,36.2,5.6,2,0.2,1,100.4,2012
25199,Denis Istomin,8.6,1.4,44,3.2,2,0.4,1,100.4,2012
25200,Juan Martin del Potro,5.4,1.8,42.8,2.2,1.2,0,0.6,90.8,2012
25201,Denis Istomin,8.4,1.6,44.4,3.2,2,0.4,1,96,2012
25202,Julien Benneteau,6,4.4,47,3.2,1.8,0,0.8,117.6,2012
25203,Denis Istomin,7.8,1.8,47.6,2.6,1.6,0.4,0.8,91,2012
25204,Jarkko Nieminen,3,2.4,44.8,4.8,2,0.4,1,87.8,2012
25205,Izak Van der Merwe,4.2,3.4,39.6,2.4,1,0,0.4,118.4,2012
25206,Chris Guccione,16.6,2.2,62.4,1.6,1,0.4,0.4,115.8,2012
25207,Ruben Bemelmans,6.2,2,45.8,1.6,1,0.2,0.4,114.6,2012
25208,Andre Begemann,3.2,5.2,42,1.8,0.6,0,0.2,115.2,2012
25209,Florent Serra,2.8,2.8,45.8,1.4,0.8,0.2,0.4,113,2012
25210,Frederik Nielsen,2.6,0.8,28.2,2,1.4,0.4,0.6,134.6,2012
25211,Bjorn Phau,2.8,1.8,37.8,4,1.2,0,0.6,115.8,2012
25212,David Guez,1.4,1.4,32.6,3.8,1.2,0.2,0.6,138.2,2012
25213,Novak Djokovic,4.2,2.6,47,4,1.6,0.2,0.6,117.4,2012
25214,Denis Istomin,7.6,2.2,51.2,2.8,1.4,0.2,0.6,93,2012
25215,Gilles Muller,12.2,2,63.6,1,1,0.2,0.2,91.8,2012
25216,Dmitry Tursunov,5.2,2.8,43.8,0.8,0.2,0,0,105.4,2012
25217,Lukasz Kubot,3.8,6,46,1.2,0.6,0.2,0.2,97,2012
25218,Adrian Mannarino,4.4,1.6,39.6,3.4,1.4,0,0.6,81,2012
25219,Andy Roddick,7.2,1.2,36.8,2.8,1.4,0,0.6,95,2012
25220,Andreas Seppi,5.2,1.6,41.8,3.4,1.2,0,0.4,90.8,2012
25221,Bernard Tomic,7,1.4,56.2,3.6,1.8,0.2,0.8,99.2,2012
25222,Juan Monaco,1.6,1,48,2.4,1.4,0.4,0.6,86.4,2012
25223,Juan Ignacio Chela,2.6,2.4,54,3.2,1.2,0.4,0.2,98.2,2012
25224,Ivan Ljubicic,8.2,2.2,45.6,1.4,0.8,0,0.2,100.6,2012
25225,Nicolas Mahut,6,3.8,43.4,2.8,1,0,0.4,115.6,2012
25226,Ivo Karlovic,16.8,2.2,61.4,2,1.4,0.8,0.4,101.2,2012
25227,Igor Kunitsyn,4,1.4,44,3.2,0.4,0.2,0,93.6,2012
25228,Andreas Beck,2,3.6,53.8,2.6,1.6,0.4,0.6,96.2,2012
25229,Dudi Sela,3,2.6,47.8,2.8,1,0,0.4,101,2012
25230,Flavio Cipolla,0.6,2.4,49,4.6,1.4,0,0.6,122,2012
25231,Grigor Dimitrov,3.8,2.4,50.4,3.4,1.4,0,0.6,120.6,2012
25232,Alejandro Falla,2.8,3,48.8,4.6,1.6,0.2,0.6,90.6,2012
25233,Andrey Golubev,5.8,3.2,59.8,4.4,2,0,0.8,166.4,2012
25234,Guillermo Garcia-Lopez,1.6,3,43.2,3,0.8,0,0.4,106.4,2012
25235,Ernests Gulbis,6.8,7.2,45.6,1,0.4,0.2,0,105,2012
25236,David Nalbandian,4.6,3,42,3.2,1.6,0.4,0.8,102.4,2012
25237,Albert Montanes,1.4,5.2,49.4,2.2,0.6,0.2,0.2,69.2,2012
25238,Edouard Roger-Vasselin,4.2,0.8,44.6,2.2,1.2,0.4,0.6,97.6,2012
25239,Florent Serra,4.4,1.6,50.6,2.8,1.4,0.2,0.8,135,2012
25240,Illya Marchenko,1.4,6.6,49,4,1.6,0.2,0.6,112.2,2012
25241,Novak Djokovic,5.4,2.2,45.4,4.2,1.8,0.2,0.6,122,2012
25242,Rafael Nadal,2.6,1.2,41.6,4,2,0,0.8,122.8,2012
25243,Olivier Rochus,2.2,2,55.2,3.6,1.4,0.2,0.6,90.6,2012
25244,Alejandro Falla,3.8,2.6,57.6,5,2.2,0.6,0.8,101.2,2012
25245,Blaz Kavcic,5.2,7.2,60.8,2.6,1,0,0.2,112.2,2012
25246,Gilles Simon,7.6,2.2,65.2,4.6,1.8,0.2,0.6,113.4,2012
25247,Gael Monfils,4.6,3.2,49.4,4.2,2,0.2,0.8,98.8,2012
25248,Andy Roddick,6.8,1,38.8,2.4,1.2,0,0.4,98.6,2012
25249,David Nalbandian,4.8,3.4,56.4,3.6,1.6,0.4,0.6,92,2012
25250,Andrey Golubev,6.4,3.6,56,4.2,1.8,0,0.8,170.4,2012
25251,Mikhail Kukushkin,3.2,1.6,52.2,4.2,1.8,0.2,0.6,100.6,2012
25252,Marcos Baghdatis,8.4,2.8,57,3.4,1.6,0.6,0.6,88.8,2012
25253,Milos Raonic,19.4,2.6,63.6,2.8,2.4,0.6,1,147.8,2012
25254,Fred Gil,2.2,1.6,49.2,4.4,1.8,0.2,0.6,128.8,2012
25255,Juan Ignacio Chela,2.8,2.6,57.8,4.2,1.6,0.4,0.4,108.4,2012
25256,Donald Young,3.2,4.2,51.2,3.4,1.4,0,0.4,86.4,2012
25257,Florent Serra,4.6,2,55,2.8,1.4,0.2,0.8,132.6,2012
25258,Nicolas Mahut,5.2,3.8,46.6,3.2,1.2,0.2,0.4,149.2,2012
25259,Lukas Lacko,9.4,1.8,54.8,3.4,2,0,0.8,177.8,2012
25260,Ivo Karlovic,17.4,2.2,73.2,2.2,1.8,0.8,0.6,117.8,2012
25261,Andy Murray,9.2,2.4,52.8,4.6,2.6,0,1,120.6,2012
25262,David Ferrer,4,2.4,55.6,5.4,2.6,0,1,154.6,2012
25263,Fred Gil,1.2,1.4,43.6,4,1.6,0,0.6,139.4,2012
25264,Janko Tipsarevic,11.2,2,66.8,2.4,1.8,0.6,0.6,113.6,2012
25265,Nicolas Almagro,10,1.4,64.4,4.2,2.2,0.2,0.8,98.6,2012
25266,Juan Martin del Potro,9.2,3,54.6,4.8,2.2,0,0.8,78.6,2012
25267,Alexandr Dolgopolov,11.6,2.4,64.6,5.2,2,0,0.6,129,2012
25268,Feliciano Lopez,7.6,6,64.8,2.8,1.8,0.6,0.6,139.4,2012
25269,Julien Benneteau,5.2,4,64,4.6,1.8,0.2,0.6,110,2012
25270,Alejandro Falla,3,1.8,57.6,4.2,1.8,0.6,0.6,102.2,2012
25271,Lleyton Hewitt,6.4,4.8,68.6,3.8,2,0.2,0.6,123.6,2012
25272,Feliciano Lopez,9,6.2,70.4,3,1.8,0.6,0.6,158,2012
25273,Andy Murray,7.4,2.2,49.6,5.6,2.8,0,1,121.6,2012
25274,David Ferrer,4.6,2.8,57.2,6.4,2.8,0,1,188.4,2012
25275,Jo-Wilfried Tsonga,9.6,2.4,63.4,4.8,2.6,0,0.8,122,2012
25276,Nicolas Almagro,11,2.2,78.6,4,2,0.2,0.6,108.8,2012
25277,Juan Martin del Potro,9,2.8,56,5.6,2.4,0,0.8,78.8,2012
25278,David Ferrer,3.2,2.8,59.4,6.2,2.4,0,0.8,172.4,2012
25279,Rafael Nadal,4.6,1.4,61.6,5.6,3,0.2,1,161.6,2012
25280,Juan Martin del Potro,8.6,3.2,56.2,5.6,2.4,0,0.8,90.6,2012
25281,Andy Murray,6.4,2.4,53.6,6,3,0,1,122.4,2012
25282,Andy Murray,6.6,3.4,55.6,6.4,2.8,0.2,0.8,115.8,2012
25283,Rafael Nadal,3.8,1.2,70.8,5.6,3,0.4,1,166.2,2012
25284,Novak Djokovic,9,2.4,76.2,7.8,3,0.2,1,113.6,2012
25285,David Goffin,5.6,5.6,47.8,2,1,0,0.4,111.8,2012
25286,Olivier Rochus,2,1.4,45,3,1,0,0.4,93.2,2012
25287,Nikolay Davydenko,2.4,4.4,40.6,3.4,0.8,0,0.2,73.4,2012
25288,Adrian Mannarino,3.8,1.8,39,3.2,1,0,0.4,78,2012
25289,Florent Serra,2.8,1.6,38.6,2.6,1.2,0,0.6,82.6,2012
25290,Flavio Cipolla,1,2.2,47,3.8,1,0,0.4,94.2,2012
25291,Gael Monfils,8.2,5,59,4.8,2,0.2,0.6,89,2012
25292,Nikolay Davydenko,3.2,3.8,41.2,3.2,0.8,0,0.2,88.4,2012
25293,Florian Mayer,2.8,1.8,39.4,1.4,1,0.2,0.4,76.2,2012
25294,Jarkko Nieminen,2,1.2,44.6,2.6,1.6,0.4,0.8,83.4,2012
25295,Nicolas Mahut,6.2,2.2,42,2.8,1.4,0.4,0.6,118.8,2012
25296,Gael Monfils,10,5.2,60,5.2,2.4,0.2,0.8,86.4,2012
25297,Philipp Kohlschreiber,9.2,1.4,49,3.4,1.8,0.2,0.8,112.8,2012
25298,Philipp Kohlschreiber,10.6,1.6,42.4,2.4,1.2,0,0.6,94,2012
25299,Gael Monfils,11.2,6.2,61,5,2.2,0.2,0.8,64.8,2012
25300,Gael Monfils,12.8,6.4,58.2,3.8,1.8,0.2,0.6,58.2,2012
25301,Facundo Bagnis,1.8,3.8,43.4,1.6,0.4,0,0,114.4,2012
25302,Diego Junqueira,0.6,1.8,45.4,2.6,1.2,0.4,0.6,83,2012
25303,Albert Montanes,1.4,4.2,41.8,2.4,0.6,0,0.2,87,2012
25304,Carlos Berlocq,4,1.6,56.2,4.2,1.4,0.2,0.6,77.2,2012
25305,Filippo Volandri,0.2,2.4,44.2,2.6,0.4,0,0,98.2,2012
25306,Igor Andreev,5,2.6,44.2,2.6,1,0.2,0.4,76.2,2012
25307,Horacio Zeballos,4.2,4.2,56,3,0.6,0,0.2,92.4,2012
25308,Fred Gil,1.6,1.4,47.4,5.6,2,0,0.8,133,2012
25309,Albert Montanes,1.8,3.4,47.4,4,1.2,0,0.4,90.8,2012
25310,Fred Gil,1,2.2,46.2,4.2,1.4,0,0.6,132,2012
25311,Jeremy Chardy,7.2,4,49.4,3.2,1.6,0.2,0.6,113.8,2012
25312,Carlos Berlocq,2.8,1.2,47,5.6,1.8,0,0.8,103.6,2012
25313,Carlos Berlocq,2.8,1.6,39.4,5.2,1.8,0.2,0.8,111.8,2012
25314,Daniel Evans,7.4,6.4,61.2,3.8,1,0,0.4,78.6,2012
25315,Marco Chiudinelli,4,1,46.2,2.4,1.2,0.2,0.6,72.8,2012
25316,Dusan Lajovic,2,2.8,44.4,3,1,0.4,0.4,96.2,2012
25317,Daniel Evans,4.4,5.6,56.6,4.2,1.6,0,0.6,104.8,2012
25318,Ivan Ljubicic,9.6,2,52.6,1.6,1.2,0.2,0.4,97.6,2012
25319,Alex Bogomolov Jr.,1.6,2.2,49.4,4.8,1.8,0.2,0.6,90.6,2012
25320,Mikhail Youzhny,4.4,2,64,3.8,1.6,0.4,0.6,86.8,2012
25321,Marco Chiudinelli,4,0.8,45.2,2.4,1.2,0.2,0.6,80,2012
25322,Daniel Evans,4,4.8,53.6,4.2,1.6,0,0.6,111,2012
25323,Jurgen Melzer,5.2,2,39.8,4,1.6,0,0.8,111.2,2012
25324,Guillermo Garcia-Lopez,2.6,3,46.8,2.8,1,0,0.4,102.4,2012
25325,Andreas Seppi,5,1.8,42.8,2,0.8,0.2,0.2,100.8,2012
25326,Lukasz Kubot,3.6,5,46.6,1.8,1,0.2,0.4,90.2,2012
25327,Dudi Sela,3.4,2.6,51.2,1.8,0.8,0,0.4,91.2,2012
25328,Ivo Karlovic,15.4,1,64.4,2.4,1.6,0.4,0.6,111.2,2012
25329,Ivan Dodig,10.4,2.6,49.2,2,1,0.2,0.4,90.8,2012
25330,Michael Berrer,6.2,2.4,45.8,3.2,1.4,0.2,0.6,113.2,2012
25331,Lukas Lacko,7.2,0.8,54.2,2.8,1.6,0.4,0.8,86.6,2012
25332,Lukas Lacko,6.8,0.2,51.4,2.6,1.6,0.4,0.8,73.4,2012
25333,Michael Berrer,5.4,1.4,39.8,2.2,1.2,0.2,0.6,103.2,2012
25334,Nicolas Mahut,5.2,1.8,36,1.4,0.8,0.2,0.4,100.6,2012
25335,Juan Martin del Potro,8,2.4,54.4,4.8,2.2,0,0.8,97.4,2012
25336,Feliciano Lopez,14.2,5.6,66.8,2,1.2,0.2,0.4,136,2012
25337,Alexandr Dolgopolov,12.2,3,68.4,5,1.8,0.2,0.4,120,2012
25338,Thiemo de Bakker,4.4,0.8,44,1.8,0.8,0.2,0.4,119.8,2012
25339,Marcel Granollers,9.4,3.6,55.4,2.4,1.2,0.2,0.2,89,2012
25340,Marcos Baghdatis,7,1.8,45.2,3.2,1.6,0.2,0.8,95,2012
25341,Karol Beck,4.4,3.6,52.8,2.8,1.4,0.2,0.6,88.6,2012
25342,Nikolay Davydenko,2.2,3,40.4,3.6,1.2,0,0.4,81.8,2012
25343,Andreas Seppi,4.6,2.2,43.2,2,1,0.4,0.4,90.8,2012
25344,Igor Kunitsyn,3.6,1.6,43.2,2.4,0.4,0.2,0,95.2,2012
25345,Marcos Baghdatis,5.6,0.8,37,2,1.2,0.2,0.6,91.6,2012
25346,Nikolay Davydenko,2.4,3.6,49.2,4.6,1.6,0,0.6,89.2,2012
25347,Andreas Seppi,4.2,2.2,44,2.8,1.4,0.4,0.6,103.2,2012
25348,Jarkko Nieminen,2.6,1.4,53.8,2.2,1.2,0.4,0.6,100.4,2012
25349,Andreas Seppi,3.2,1.2,37.8,2.4,1.2,0.4,0.6,112,2012
25350,Juan Martin del Potro,6.2,1.6,47.2,4,1.8,0,0.8,85,2012
25351,Nikolay Davydenko,2.2,2.4,43,3.8,1.6,0,0.8,93,2012
25352,Nikolay Davydenko,2.4,3.2,49.2,3.2,1.4,0,0.6,115.4,2012
25353,Juan Martin del Potro,7,1.8,44,3.4,1.6,0,0.8,82.8,2012
25354,Juan Martin del Potro,7.2,1.4,39.4,3.2,1.6,0,0.8,79.8,2012
25355,Kevin Kim,6.4,2.8,46.4,1.4,0.6,0.4,0.2,114,2012
